,review,label
2135,No doubt.... This is  an awesome product by REALME.. ..  And I am very happy for this product. Later I bought MI Neckband and The sound quality is not good but not too bad.... I feel bored ....But REALME EAR BUDS  IS TOO GOOD IN SOUND QUQLITY . PREMIUM QUALITY BASS....,1
2136,Pros-Very good battery backup(10hrs)          Good sound(loud)          Nice build quality          Magnetic on off is superbCons- bass is not satisfying            Not fits in ear(speaker drum is too big)            charging point is opentips- use bass booster for great bass experience,1
2137,"Built quality is very good. Sound is clear & crisp, you can hear without losing any  beat. Vocals are also good. Bass is quite balanced.Great connectivity. Battery long almost 11 hoursI got it with my Realme X2 Pro. But even if I have to pay then worth the price. Thank you Realme for this awesome product.",1
2138,Awesome I think I have made a good choice especially as I travel to work so this will be my good partner..😉,1
2139,in love with realme products .. Good thank you flipkart  &realme good experience with realme x2 pro with this headphone..,1
2140,It's a very nice headset with great bass and treble delivery with a nice build quality and it's so light that one cannot feel it after putting around the neck. The connectivity is good enough but the range could be a little better and love those features offered in this price range and the sound quality is also great with crisp treble and semi high bass Some minor highlights to be noticed :1) Sound quality is great in this earphones but with different devices you need to configure the sound...,1
2141,After using 15 says I'm writing a review done quality is awesome bass is is awesome design and build is awesome  battery is great but not that much hope much you are thinking over value for money thanks Mr. madhav seth and realme,1
2142,"Got today only, one day prior, very good Flipkart and ekart. I m movie n music lover, so i search and compair too many earphones nd now i chosen realmi buds About buds Design is very great.Sound quality is much good but i think wired ear phone much better experience from this. No such deep sound quality i get from this bud, but its decent. Bass quality depends on phones equaliser, i have my realmi 2 pro so that i can hear good bass quality from that.Fitting in my ear also comfortable.Co...",1
2143,"Really appreciated this product from realme ..... Satisfied fully ...... If u like deep base , high battery backup n light weight Bluetooth headset , thn i suggest u to take this ..... Its main feature is battery backup ... Its almost 12hrs i am playing continuous music in these n charge is nt down 😍",1
2144,I am very happy with this product. its just wow! i loved it.Only one thing i didn't like is led bulb is not turn red into green or other color . when its full charge it always red .so you have to check after some time.Whether full charge or not.,1
2145,Sound quality awesomeCall quality ok Bluetooth range unpredictable at this price point superb connection.Design just wow and classy not too long not too short.Battery backup amazing Just one con which is sound delay in pubg Not recommended for pro pubg players they should use wired one.If u liked the review pls give a live,1
2146,I am giving this review after 14 days of rigorous use.Sound quality 10/10 (better than one plus z)Build quality.    9/10. (slightly lower than one+ z)Bass.               10/ 10 ( better than one+ z)Battery              7/10.  (One+ z is far ahead)All these rating are based on all earphones below 2000( wireless). If u r a corporate person and had to attend a large no. Of calls go for one plus z If u r sound lover person realms buds are a leap aheadPros- real me are great in its own wa...,1
2147,nice product.. good bass.. great design.. superb battery back up,1
2148,"Best bluetooth headset so far. I have used JBL, Boat, Portronics. This one is lightweight, sounds perfect and the charge lasts for days. The best part is that it has an amazing mic, unlike any other BT headset I used in past.",1
2149,"hi all...  I waited  so long to purchase a nice Bluetooth earphones..  and searched a lot by considering lot of products with different  technical  specifications..  a last I found one...  it's called realme Bluetooth headset. believe me bass is really  nice...  not just nice..  it's astonishing. Positive  aspects are :- sound quality, battery life-10 hours u can expect,  build in quality, it's design is smooth  and you can feel the price, metal filters inside buds as shown in picture,  smoot...",1
2150,awesome...it's just awesome...the sound the battery life and the looks ...it's Superb and auto connect and disconnect feature is super fast and gives you a very long battery life ....,1
2151,"Super bass, easy to pair, crystal clear sound, excellent product in this price range.",1
2152,NICE WONDERFUL & JUST AMAZING AND AWESOME...BATTERY BACKUP I JUST APPRECIATE THIS ....,1
2153,I m writing this review after 2days of extensive use of this product. I find a lot of good things like its design and build quality believe me it is in this segment like its flexibility and black yellow combination matches your outfits. Coming to its sound quality it is smooth for all kind of musics but a little bit higher bass makes odd sometimes i think this is negligible. And last its battery back up after receiving this product i first go for charging and make it full of charge and coming...,1
2154,Nice earphones but have a small issue with button can't press perfectly as it is close to each other have a good battery backup and connection.As for the comfort basis its ok Rubber band is sterdy at neck wire is a bit graded so good quality but could be more better....,1
2155,"After using 1 month. 👇👇Sound:- not so clear but not bad also, it is pretty good.Base:- so satisfied need little bit of improvement.Battery:- good🌹Over all good product in this range👉PLUS POINT:- HEIGHTS BASS IN THIS PRICE RANGEMUST BUY",1
2156,"After using a month, reviewing The best wireless earbuds within this price guys1. Best at bass2. Very nice quality of sound3. I use it for 5-7 hours a day and one charge goes upto 7 days for sure4. Used it in gym as well - no tension about sweat as it's waterproof5. Apart from the black one, other colours could have been better6. Coz of being the best this has got highest rating on 5 start",1
2157,Nice product smooth and slim .. quality is best like it,1
2158,"The product is amazing. The sound quality is great, it is so light you won't even feel it's there, battery backup is huge. Lasts for 2 days easily. If less use than maybe a week. Easy to clean. They give extra earbuds. Bluetooth range is great. Sound clarity is great. Everything is great.",1
2159,"Design was good 5/5Bass also good 5/5Sound good 4.5/5Light weight,I think battery was also good",1
2160,"PROS:Super awsome bulid quality. Material of neckband, wire, switches & earbuds feels really premium, comfy n top notch.The design too is ergonomic and sits perfectly in ears.Main highlight is the magnetic bluetooth on/off which is super fast and smooth. It gets connected by the time you plug in the ear piece.An led light is there for battery n charging indication The black and yellow combination looks damn cool and is great attention seeking.Ear supports are removable and does their j...",1
2161,Don't hesitate to buy that green color buds! Its fabulous.... believe meUsing it for 1 week and yes satisfied enough.... LED notification is there and the led is 😍,1
2162,It was a very good product and I like it . It is a very good choice for this price.,1
2163,Lovely colour and premium looking and connectivity is awesome and impressive better than 3k-4k rs headphones    Trust without and double thought go for it,1
2164,"reviewing after using for one week. - great battery back-up charged it only 2 times on whole day usage- nice built and best part is it automatically starts when u insert your headphone in ur ears.,- nice bass",1
2165,It is too good it has good battery backup and quality is mind blowing and sounds too good and is the worth product....,1
2166,"Writing it after 27 days of usage. Its design really stands out, be it the metal body or unique colour combination. Built seems solid. Battery life is decent, around 12 hrs on vol around 40%. Charges from 0 to full within 2-2.5 hrs. Auto shut off feature is very useful,(auto resume after they are turned on would have been great). Fits well into the ears. Sounds quality is quite interesting, initially I was a bit disappointed as I usually use Sony MDR-XB450(they sound phenomenal) but comparing...",1
2167,I would just say one thing... This is perfect neckband earphone... Quality is top notch and bluetooth connectivity is next level and believe me it really has very good bass.. I did not expect it to be that good... Thanks REALME for making this product.... Cheers..... It's not just value for money.. Its way more than that.. :),1
2168,"Best bluetooth headphone in this price segmentPreviously I bought a boat rockerz 255 pro but they were not at all good but realme buds wireless are the best possible bluetooth headphone in this range,so blindly go for it",1
2169,"I have been using these products since 4 days. It came up with only 80% and still I didn't find the need to charge it yet. The quality of the sound is really good. I really need to put the volume around 40 to 50. It has a strong bass. The design of this device is to the point, it's very comfortable to wear, just one is disappointing i.e. the buttons of the device could be kore distinct to touch. The earbuds magnet really do amazing jobs. The connectivity of the Earphone is A class. And the mi...",1
2170,I am writing this comment after 6 months of using this device and I'm glad to buy this everything in this was way better than other bluetooth headsets  Only one thing which was good but not best was the bass. Overall it was value for money. The best part is it's connectivity speed it is very fast. I'm very happy after using this. Thank u flipkart and thank u realme.,1
2171,Good quality good quantity Osm bass and super build quality awesome look,1
2172,Very decent quality headphone.Pros...Stable and fast bluetooth connection.Sturdy build. Excellent quality fitting buds.Great sound tuning compared to BT headphonesWorks well with realme phones.Extra aac enabling option on bt settingsCons...There is some extra ~100ms lag in audio and videoNoticable in pubg. But other BT headsets its very minimal.,1
2173,Really good headsets...as voice quality is very  good ...but I think design can be better than this....except this....it's really a good headset ... With good battery life,1
2174,Realme is great job for realme wireless earbudsMagnet power off system this very niceBattery life so nice but come also physical power on and off button please update by the way also very great jobMy rating 10/10 off star very nice 😍,1
2175,"What I like in this product is good quality of sound and long time battery backup ,finaly the tech behind the ear buds those are really cool.    Thank you",1
2176,no doubt at all take it Superb and excellent product battery backup is awesome . Sound quality too good im true users really cool product,1
2177,"Loved this product.Planning to Buy a Bluetooth Earphone? Go for it... I am sure you will love this product.I have used this for 1 month,Battery: ExcellentLight WeightFitting: PerfectDesign:GoodSound :     High: Very good     Mid: Perfect     Low: Very GoodCalling Sound:      You will clearly hear caller's voice     Caller will Easily hear your voice. Overall, It is an excellent product in this price range.",1
2178,"This is the best headset below Rs. 2,000. Best means best. Build quality is just super strong and main body made with aluminium so this is much durable than others. Easy to connect and if you want to switch off just plug it out from your ears - simply off. Battery backup is massive and quick to change it. Product has ip68 certification, it means water and dust proof. For me this is the 1st product of Realme that i think no one can beat at this price segment. #peisa_wasul.",1
2179,"Everything is good at this price range.Realme brings innovation in the products, provides good quality at less price.Bass is good.Sound quality good.Simple yet good design.Comfortable around neck.Battery Backup Is good.Magnet switch saves battery.Built in mic is also good and clear.There is a thin line texture on the yellow wire of the headset.Contents -HeadsetMicro usb cable for charging2 pair of buds.User GuideOverall Best Budget Headset.PS- 6 months ki warranty ... aur...",1
2180,Best Bluetooth headphones from Realme in this buget. Sound quality good. Build quality good . Other Fake Prodouct looks like this named as Hathot Realme buds available on flipcart at a lower price. Don't go for this.,1
2181,I'm posting this after 2 week of usage first i want  tell you music quality is very muchthis comes with magnetic power On / Off  no other separate switches for power . i think ie an important feature in it . easy connect to phone no laging issues extra volume is available for  u  5⭐Battery backup is extremely terrible about  5 ⭐An standard bass better than sony Wc 300 & boat rockers 225 F im using these types 5⭐noise cancellation is very important in it im using it while im travelling i...,1
2182,"Review after 1 month of using...1. Good for bass.2. Good for music and calling.3 Not Good for Gaming( Audio lag present)4.Charging is very good.5. Bluetooth works perfectly and fastly.6. Value for money.7. Better than Mi Neckband. ( after using both)8. Very Comfortable.9. Easy to turn off and turn on.(by direct contact of back  panels of earbuds)10. Clear Audio, noise cancellation and the range of Bluetooth is very good.",1
2183,One of the best options to pick a good quality neckband under 2k.. packs a powerful sound experience with its 11.2 mm driver and also has a decent base to couple with. Battery backup is coming for 9-11 hrs of continuous usage. It's very light weight and sweat proof as well.. Build quality is good too and great to include magnetic buds which can auto connect and disconnected. Easy to give 5 stars for it sound richness and batter performance!!,1
2184,Excellent Bluetooth earphone.In this price point it is really awesomeThe build quality is great Sound quality is also very good with the moderate bass.specially I want to tell about the battery backup its just Accept this yellow colour everything I like about this earphone.,1
2185,"Bass and sound quality not as per the promised standard. The build of the product is good and easy to use on the go. No cover on the charging point. But its sweat proof, so its ok. All in all, better then 'boat' in this range. Its a budget option in Bluetooth headsets.",1
2186,Premium Headphones. Great sound quality. But bass is little less then Boat 255.  But enough bass is there. Sound is clear. Battery life is Amazing.  10 11 hours easily. Type C port would have been great. Charges fast. Built is very premium.  Magnet also works as on off switch. Bt 5 so range is great. Good product. Little expensive but great.,1
2187,"The next popular headset!This is am awesome headset in all ways.There are some few qualities which apart from the features makes it a wonderful experience.1. The on-off feature synced with the magnet connection is fast and handy.2. The after-paired connection music is great unlike other headsets which either has a man or woman saying that it is connected.3. On max increase of volume, most headsets pauses/beeps/or a voice says full volume. This is truly annoying, however in the realme he...",1
2188,awesome sound clearity... excellent bass... amazing battery backup... value for money product.... I'm in love with it!!🥰🥰,1
2189,best bass and also good looking light weight feel and stylish .great battery life pros best bass better battery nice functions at that price premium looks cons slightly trebles must be increased if its increase then unbeatable earphoneslooking to buy recommend you to buy without thinking 😍👍😉,1
2190,amazingly wonderful. best part it automatically gets connected to a paired phone when we plug it in ears. Bass is not very high but good for ears. very comfortable and battery backup is also decent. though i have used it for 4 days only but overall performance is very good.,1
2191,clear sound and rich bass really nice balanced sound on this price,1
2192,"Comparing it with the oneplus bullet wireless z bass edition this one is better at treble,midtones and build quality.Bass is adequate not overpowering.Literally the best under 2k after oppo m31.Charging speed is pretty above average but the backup is 10+ hours easy.",1
2193,Design and build quality is excellent voice sound is very good but not as premium as oneplus bullets but bass is very good the next thing is battery backup which is above average but charging time is slower if you use at full volume battery backup is around 9 to 10 hours if you want very quick charge and best battery backup go for oneplus bullets but they were costlier than these. My rating is Build Quality and Design 4.5/5Sound Quality 4/5Bass 4.5/5Battery Backup 4/5Charging Time 3...,1
2194,Its nice bt the sound quality is not best because mi wierd headphone sound is 2% better than it...its looks osm and the magnetic control works perfectly in every phn,1
2195,Using this product for the past 2 weeks.. The battery backup is perfectly fine. Goes for two days with internment use and full one day for continuous use.. Although the bass is not good but the music sound is high. Recommend if u want more battery than good quality music,1
2196,"Writing this review after two months of use, first of all thanks to flipkart for faster and safe delivery. Product is good, bass and treble are also very good at this price sagment. Battery backup is also good and connectivity is also good but have some prons.1. Sometimes laga to connect blutooth.2. There are no next or previous options for track change. Only chane the volume by + or -.3. Earbuds quality should be improved as eartips are not much fixed as samsung level u.",1
2197,this product is awesome Very good sound qualityGood battery backup and works for 12 hrsGood bass alsoFlexibleVery good bt connectivty upto 10 meters Connected very fast within 4-5 secondsUSB cable is also provided6 months warranty also given by realmeSo don't see the price Just go for this productThis is realme's best product over others Best among bt headphones over all companiesAlso best among wired headphones.,1
2198,"I had brought the realme buds and had used it for a month now and the product is good. The very plus point of this product is its battery backup which lasts for 2 days fory usage and easy to pair and even Handel.The design is also very good and the rubber neck grips in very nicely around the neck.I use to use a wired headphones which was a very uncomfortable, but now this wireless bluetooth headset had been a best part of my recent time. Being a music lover I liked the bass effect and ...",1
2199,Awesome sound quality and powerful bass. Battery backup is also good. Nice product from realme and Thank you flipkart for this lovely product. 😍,1
2200,"Not best but good as wireless,,,,, low and mids are good , highs are less ,,,, Bluetooth range is just fine,,,, ok for calling,,, some time Siri doesn’t respond,,, overall good product,,, could be better",1
2201,.  Amazing sound quality and bass.  Battery is also long.  Looks awesome too.  Magnetic On and off is also fast.  Neck band and ear buds are comfortable,1
2202,"I have used over many ear phones this one is really interesting of its automatic battery on and off with its magnetic lock which extends the battery  life and , to tell about battery life it's simply superb , where as when it comes to design the neck band is having Flexible rubber sweatproof band which is very worth buying the product",1
2203,Good quality and sound is super sometimes not sound . LFS RTS magnetic attached . Ear bud remove the separate buds  next connected the continuous working fine ...so wireless is very good,1
2204,Sound quality design and battery Backup is very good thank you flipkart for on time delivery and also thank you realme for good quality wireless buds. I want to says that increases trust on you flipkart and realme for a providing good and believable products,1
2205,"The bass is amazing and has a partial noise cancelling feeling but the vocals in a music are a bit affected by  the bass but its fine, not a big deal.Coming to the built quality its pretty good and flexible and the only problem i saw was that there is no covering on the charging port so if water goes in it might turn out to be problem.OVERALL THE PRODUCT IS WORTH THE MONEY(under 2000).Best for Hip Hop and EDM",1
2206,It has awesome sound and everything u need when u are in mood. Its megnatic on off feature is very easy to use and makes connections faster u don't have to press a button to turn it on or off.The battery backup is awesome One must buyValue for moneyWorth buyingDesign is killing,1
2207,Nice pair of earphones .. doesnt have the bass ... but overall it has good crisp sound and can be really loud.. which is good wile travelling in noisy environment,1
2208,Awesome headphoneBattery backup is really good almost 10 hrs.Bass is too good and nice build quality.,1
2209,"After 24 Hours of Uses.Approx 5 hours I used it with 70% volume because it's too loud and clear bass, battery level is now available 60%. I think it's best feature is battery backup. And other important thing is that bluetooth range is good, I can walk on Terris when my mobile in charging point in my room. Everything is good. Another good experience with it that it's magnetic switch off and on. No worry to loose battery backup with it's magnetic switch.",1
2210,"This is the best Bluetooth headset you can buy.Quality of the earphones is top notch.Battery life is insane. I'm a heavy user, using 8 to 10 hours a day. I charge it once in 2 days, lasts 10+ hours of continuous music.Bass is great. Vocals/conversations are 8 out of 10.They are comfortable because of the magnetic style. Pairing is superb fast. Just separate the magnets from each other and it pairs.",1
2211,"Great product, Base is too good also sound quality is too good, battery backup is outstanding...!But buttons was not easy to press. and its response slowly.",1
2212,I like this sound much more than. The sound quality & bass and the most highlighted feature its battery backup.I have used many headfones but did not find any experience like this. Thank You Flipkart For Fast Delivery,1
2213,"Really awesome, After using Samsung Level U this my another wireless headphones. The specifications what's are all given to there is all right. Awesome sound, true bass and light weight. I appreciate to all of you,if you want to buy just go for it. It's really great for everyone.",1
2214,AWESOME I AM IMPRESSED  BY SOUND QUALITYNICE BATTERY BACKUPNICE MAGNETIC  CONNECTIVITYNICE DESIGN AND NICE BUILT QUALITYVERY COMFORTABLE IN EAR,1
2215,Great service provided by Flipkart even in lockdown.Everything is good except bass quality is not that much good.The amazing feature is when magnet is connected then earphone & bluetooth will automatically turn off.,1
2216,"As budgets bluetooth headsets come this one gains level on the top spot. Good sound quality and bass. Comfortable wear, excellent design and quality. Battery backup and magnetic way of power on and off is amazing.Superfast delivery and good packing. Go for it friends its worth it.",1
2217,It has amazing bass .. Design is quite impressive but not the yellow color... It will better if realme add a full black color.,1
2218,An excellent piece of tech from realme with an amazing battery life and build quality. Iam writing this review after one month of usage and I found the sound quality  good👍 (not excellent but defenitely better than most of the Bluetooth devices out there).The commendable thing about these headphones is it's backup🔥🔥.I used to get almost 8-9 hrs backup on complete with continuous usage which makes it the best backup Bluetooth device. The bass is good and punchy👍 (not too high not too low)...,1
2219,"on and off with magnets, thats sooo handy and battery 12 hrs easily, sound quality is good, bass is right where i wanted it to be but other people may not like it, toootallly worth the money, and yeah there is a millisecond lag with PUBG or COD or any other such games.",1
2220,"Sound is balanced Unlike the boat 255f its bass and treble, ups, mids and lows are very balancedI've used both the boat and realme, boat is good if it cist u 999 but under 3000 realme buds wireless is the best collerd headphone u can buy",1
2221,Excellent headphone. So light weight. Super fitting ear buds. You can't even feel that you have wear somthing in your ears. Battery back up is great too. I am in love with it.,1
2222,1 Build quality is so amazing and looks clasy2 neck band are quite small. and its velvet finishing 3 sound quality is good. but bass lover go with other.if you love pure sound then go with this. 4 battery back up are the usp of this earbuds. using from 3 days with single charge.giving 4 star due to bass.,1
2223,Build quality is best base is also good I think it's best budget headset. it's better than one plus bullet it performa like 4k budget headset,1
2224,Sound quality awesome . Bass awesome. Connectivity & range awesome. Design & build awesome . Battery life awesome.. everything awesome .. perfect,1
2225,"I got my brand new realme wireless Budds on yesterday.super fast delivery by flipkart.sound quality is more than we expecting and built-in quality looks awesome.bass is nice and is competing with the quality of sound,but little bit less compared to boat Budds.Overall it's an outstanding purchase and I suggest those who looking for wireless Budds pricing below 2000.",1
2226,I can't believe this it's amazing bass Super Bass quality and worthfull for this product it's really very good product I love realme headphones,1
2227,I bought this headphone in a view of the feature it has which ensure it automatically disconnect once u join the magnetic headphone buds.It is a very useful feature in ur day to day use also improves battery lifeComing to sound quality I am also using Boat 255 and Sony Wi 200 but it has very pleasant sound profile and i can continue for 4-5hrs continuously.I can say currently its a best one and we can go for it.,1
2228,Realme is best and best coz it's Awesome sound quality and money value great job realme keep going and give me more and best,1
2229,"So if you going for a earbud for 1500 I would request u to pls ho for this.....I am using it it for the past 10 days and its best ,here are the five points why you should buy it .1. It has decent audia quility base lover will love it .2 .the design and build quality is just perfect you will not  see this in any of the budget earphones .3. The magnet on off feature works well you never need to press any button which increases your earphone life .4. The best thing about the earphone is its...",1
2230,One of the best Wireless Bluetooth... really amazing... everything is good...Sound 10/10*Bass 10/9*Built quality 10/9*Battery  10/9*Overall 10/9*Guys go for this.. don't purchase other.. becoz now very imp.. Battery backup... so in this all features good  ...I'm happy to Use thanks to flipcar and relame ?,1
2231,Best earphone with best sound quality and awesome battery back up... Trust me its worthy every penny......many fake reviews may come but I truly suggest this product.... Awesome product by realme...,1
2232,"For value of money this is good product and battery backup is good ,but sounds basically bass is little bit down.otherwise this is good don't doubt,buy it.",1
2233,"Best budget wireless buds. I am a Sony fan when compared to the Sony headphones this is kind of let down on the bass. Rest of the audio is brilliant. Before this I ordered boat 225F I guess, which had only 3 hours of backup with movies and calls. With this I get more than a day usage which I am happy with. This also has battery saver with auto disconnect and connect when not in use or when the buds magnet kick in.",1
2234,Awesome just received and sound is good Calling also good nice product,1
2235,"it's very good products, Bass is very goodMind blowing its amazing good sound quality battery backup is very good",1
2236,guys it worth off money I liked that system that magnetic on and off best for riders and ya NYC battery backup and very light weight and it sooo fast connecting,1
2237,i suggest you forbuy it it's amazing productby realmethank you realmeand thank youflipkart for fast deliveryin just 2 days thank you,1
2238,Great sound and good build qualify and awesome battery backup plus in budget for someone who wants try the Bluetooth headphones the only problem is it always on if the buds aren't in tact,1
2239,"very good eraphone. i liked the earphone very much, its bass is very good. sound quality is best compared to other eraphone it's very good. some earphones have the bass quality such that the ear starts ache but applying it does not cause ear pain at all. very soft and goods quality bass and battery backup is also good, that's why I would say the best eraphone is within 2k, that's all l, the rest is up to you what you like",1
2240,this is beyond expectation #realme_products are just awesome for a music lover like me sound quality is perfect 👌👌,1
2241,Using it since 5 day. Everything is good about this product be it sound quality or build quality. The battery backup is excellent too as mentioned by the company. Worth buy.,1
2242,It's perfect realme Buds wiriless Super Fast connectivity clear and good quality soundAnd Comfortable easy to carry I love it🤩,1
2243,it's good for this price. sound is awesome. Vocals are crisp & clear. Bass is not earth shattering but it's really really good. I am impressed with the sound quality. Very impressive. Light weight & build quality extremely good. Will not be disappinted.,1
2244,So 1st of all flipkart does a very good job. They delivered it under 20hours. Just awesome😍.                                                     Now come the neckband-                                                            Music quality-9/10.                                                                       Connection - 9/10.                                                                       Battery backup - 10/10.                                                                 Bu...,1
2245,"Simply awesome product.Bass is good not great.Build quality is good & magnetic on-off,pairing features is just awesome.You will definitely love this realme product.",1
2246,"Excellent headset at this price range I must say. Bass is tremendously punchy but vocals are not that good like of JBL headsets' and ofcourse they charge you twice or even more for that. Hence if you are on a tight budget no need to think twice, just go for it.",1
2247,"Good product awesome design, good battery life, and fast delivery by flipcard",1
2248,"Good product for good price, sound really good , bass & tone well balance , battery nice , good job Realme.",1
2249,"awesome one. you can buy it without doubt. feels good on ear n look nice also. looks premium and built in quality is also good. I got this one jst paying 1 rupees,. Bt am not saying in that still it's a good one of the best in that price range",1
2250,awsm bass Nd sound quality is also good nice low Nd high ...u gonna love it for sure ...,1
2251,"I loved this product, I suggest to all purchase this product. Thank you team Flipkart and team Realme. I'm fully satisfied with this item.",1
2252,"It Is Very Better than Boat ,Sony, Phillips, and also Jbl Bluetooths and also please modify the deisgn like full water proof item not only sweetproof and also increase more battery backup and please make a original products only like now and lead realme company as a top brand",1
2253,This is really a very good earphone then all the wireless earphones in this price segment and the battery backup is really good i use it for 2 days then also battery is there my earphone i really like it the bass is quite less but awesome,1
2254,"After searching for many days I found a Bluetooth headset which fullfills all aspects needed by a person in his/her daily routine life. Delivery is on time, thanks to flipkart. After using approx 2 weeks I am writing my reviews about the product first of all we discuss about the positive aspects- :- Product quality is very good, the band is very flexible and of very good quality.:- Sound quality is awesome, bass and sound clearity is nice.:- Battery backup is outstanding for a person who g...",1
2255,"Rating:4.75/5.    Excellent Value for money!!Comfort and Build Quality: 5/5Build quality is the best in this price range. I am writing after having also used OnePlus bullets Z, and I can say you that build quality of realme is just better. While all other options in this range including OnePlus have a predominantly plastic build, this one has metallic build of titanium alloy and just feels compared to the competition. Is best among all earphones below 2.5k!! Also it is very comfortable with...",1
2256,"My primary usage and purpose of buying these is for calls during the Covid WFH season; Before the purchase, I was sceptical on various aspects like the capabilities of the mic, will my voice be clear, Will the background noise be amplified, Battery Backup, comfort in ear by fitting  Sound clarity and finally is it a worth the moneyFrom my experience in the last 10 days, i should say all the above boxes are checkedYes, the headset does a brilliant job while taking calls, i connect them to...",1
2257,Best in class 11mm drives just provide a loving experience.Go for it without any doubt Bass bestBattery backup gajab h bilkul gajabSound best Best neckband in this range even better than jbl,1
2258,"It is balanced headset for me .It has good sound quality and built quality. Packaging was good and if you want a good headset go for it , I can assure you it will not disappoint you at all and also I am using it for whole day since it arrived .",1
2259,"After using the product for almost a month I came to the following conclusions;1. Product build is awesome, fit comes in 3 sizes, good for all ear types.2. Range as mentioned.3. Sound quality is good, if not best. But what more can you expect in 1-2k range Bluetooth earpieces.4. Latency is an issue. 5. Doesn't support AptX or adaptive plugin. 6. Battery backup is as mentioned. 7. Bass is not up to the mark. Nevertheless you enjoy crystal clear sound.Overall, I would rate it 4 stars. ...",1
2260,Its Good.Pretty decent sound. Good bass. Battery Back Up is around 8 hrs. A treble note is seems more enhanced which might be be annoying during prolonged use.Fir those who confused between Realme Buds and One plus Wireless Z If you want a balanced clear sound without much bass and Long battery back up( *around 18 hrs) go for Wireless. But if you are a lover of decent headset with good bass  go for Realme,1
2261,THIS Buds is awsome . Nice product such as beautiful. main best feature is battery back up & sound .charging time is 1hr30min battery standing time is 2 days maximum. Your continuesly listening music 1/2  day gaurrantee . Magnetic music controlling feature is good.Its very good product love this product thank you Realme. & flipkart m,1
2262,The sound quality noice free experience easy connectivity and power off build quality look are the best of the product.. It does not have a minimum bass you can't enjoy songs with good bass.  While calling having trouble with mic connectivity.Some connectivity problems occuring .    1 sec late of sound in PUBG doesn't give you good gaminig experience .. It comes with a 8-9 hrs battery backup .Supports in a 10 meter diatance from device .,1
2263,"Please click a like if u like the reviewPros1)Built quality it's really very nice.2)Sound is very loud and clear.50%  sound is enough for dailly uses3)Must try Allen Walker songs they are amazing4)It's not too light weight or heavy .Small cables feels premium5) Money you spend definitely get it's valueCorn1)V shape sound signature sometimes feels too heavy2)If you looking for natural clean sound ,it's not for you.Sound magic 10c Skullcandy buds 2 will definitely produce better sou...",1
2264,"It's a gadget for which I have a mixed feeling. Don't doubt about it's quality, durability and reliability, it's great in those departments. But the only thing which I wish could've been better is the latency. It's almost 1 sec after which the sound is heard(some times it's less than a sec). Other than that, it's other features such is the magnetic on-off function works fabulously. Overall, if you're not into gaming a lot like PUBG, Free Fire, Call Of Duty, etc., It's a perfect pair of wirele...",1
2265,"I bought this headset especially for the music and I was kind of skeptical while placing the order, but after listening to music with this headset, I was so much impressed by the sound quality, this headset sounds as good as normal wired headsets, I couldn't find any difference in my honest opinion. I can't comment about battery backup as I am not a too heavy user. I generally listen to music approximately for 1 hour and 1 hour for YouTube so found the battery backup adequate for any normal u...",1
2266,Thats really a good and value for money Bluetooth headset. The best part is its long battery life and also if get disconnected went both the magnet get connect.Really satisfied with the product,1
2267,"Ya it's really good Bluetooth headset, I'm happy to buy this product infact before buying this I'm also confused about bluetooth handset..... which is perfect for me, but now I'm satisfied with that.....👍👌Vicky Choudhary 😊",1
2268,this earphone is good. the charging time is company claim one and half hour but they have fully charged in 2 hours in my testing.this earphone battery backup is good thank you Flipkart. Thank you real me. i loved it. 😀😀😀,1
2269,One in all earphones....great sound quality with enhanced thump of bass....In good price ...Battery and overall build design and functionality is also awsum.....Only the thing missing in here is the dedicated chamber for mic and volume buttons like One plus Z bullets....But it doesn't make that difference still...Overall Hi-Fi earphones with premium sound quality and supreme bass effect...,1
2270,Price is cheaper according to product... Really a good work by realme... Beast in class very impressed with battery performance nd sound is also very decent... Overall I want to give 4 out of 5... Highly recommended ****,1
2271,Vry good headset nice sounds adn clear voice and best off and auto on off vry nice technology,1
2272,"Balanced and soulful sound output. Sound is sweet and pleasant, not to bass boosted. Battery could have little better. Design is also good, sleek and stylish. Green colour is surely an attention drawer. Go for it.",1
2273,"After using it fron last 2 weeks, now I can say that is it one of the best.Sound quality is great and works awesome during calls.Best feature is having magnetic buds. They are easy to carry and once you attach both buds magnetically, it immediately turns off. During calls, it takes 1-2 seconds to connect automatically as soon as I detach both ear buds.",1
2274,"Superb headph with evenly matched high,low ,mids , elegant design and slim shaped comfortable with your neck but disappointed with ear comfort as it pains if u put in ears continuously for a hour",1
2275,"Very nice Buds in this price rangePros..Powerful driversheavy baseGood battery backupComfortableCons..-Mids and highs lack a bit, they're satisfactory but not great-Earbuds are huge and sometimes hurt my ears olong usage (I'm using the smallest size tips)-Instrument separation is not great-Charging is not fastOverall these are very nice earbuds in this price range, I strongly recommend then if you are prefer heavy base in your music.",1
2276,"Great build, easy to connect, great sound dynamic range, connectivity over long range is pretty nice...overall best for the price.... Highly satisfied",1
2277,this produt is very good enough with sound quality.it has a punchent base.calling clarity is also good.i am just saying by using it in 1 day. it is a worthy product.thank you realme for it.,1
